time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.2522,0.6478,0.0675,0.0325
2.0,0.0712,0.644,0.24335,0.04145
3.0,0.01945,0.51445,0.39175,0.07435
4.0,0.0051,0.3833,0.4853,0.1263
5.0,0.0016,0.2773,0.5324,0.1887
6.0,0.00105,0.2013,0.5402,0.25745
7.0,0.0008,0.14665,0.52165,0.3309
8.0,0.00095,0.1051,0.496,0.39795
9.0,0.0012,0.07645,0.4602,0.46215
10.0,0.0022,0.05375,0.4246,0.51945
11.0,0.00215,0.0406,0.38095,0.5763
12.0,0.00275,0.0287,0.3447,0.62385
13.0,0.00315,0.0223,0.305,0.66955
14.0,0.0031,0.01765,0.27045,0.7088
15.0,0.00355,0.01395,0.23835,0.74415
16.0,0.00335,0.01195,0.20945,0.77525
17.0,0.0034,0.0104,0.18555,0.80065
18.0,0.0034,0.0099,0.1628,0.8239
19.0,0.0033,0.00965,0.1439,0.84315
20.0,0.00465,0.0088,0.12795,0.8586
21.0,0.00415,0.00935,0.11365,0.87285
22.0,0.00475,0.00905,0.10275,0.88345
23.0,0.00495,0.00905,0.0907,0.8953
24.0,0.0048,0.0094,0.0814,0.9044
25.0,0.0046,0.01,0.07305,0.91235
26.0,0.00515,0.00985,0.06625,0.91875
27.0,0.00505,0.01095,0.0594,0.9246
28.0,0.0061,0.0103,0.05445,0.92915
29.0,0.00565,0.01075,0.0502,0.9334
30.0,0.00605,0.01105,0.04705,0.93585
31.0,0.00645,0.0116,0.04515,0.9368
32.0,0.0056,0.0126,0.042,0.9398
33.0,0.00535,0.0131,0.0387,0.94285
34.0,0.0065,0.0132,0.0368,0.9435
35.0,0.0052,0.01335,0.0348,0.94665
36.0,0.0074,0.0131,0.03295,0.94655
37.0,0.00655,0.01415,0.03195,0.94735
38.0,0.0062,0.01425,0.03225,0.9473
39.0,0.0052,0.01435,0.03145,0.949
40.0,0.00715,0.01355,0.0307,0.9486
41.0,0.0062,0.0147,0.0298,0.9493
42.0,0.0072,0.01465,0.02945,0.9487
43.0,0.0062,0.01585,0.02915,0.9488
44.0,0.00805,0.01435,0.03025,0.94735
45.0,0.0078,0.01565,0.0297,0.94685
46.0,0.0082,0.0158,0.0284,0.9476
47.0,0.00685,0.01695,0.0279,0.9483
48.0,0.0071,0.01665,0.0289,0.94735
49.0,0.00695,0.0176,0.02805,0.9474
50.0,0.0058,0.0178,0.02795,0.94845
51.0,0.00735,0.01665,0.0277,0.9483
52.0,0.00665,0.01705,0.02875,0.94755
53.0,0.00595,0.01705,0.02915,0.94785
54.0,0.00905,0.01475,0.0305,0.9457
55.0,0.00595,0.01605,0.0309,0.9471
56.0,0.00805,0.01435,0.0309,0.9467
57.0,0.0079,0.01515,0.0308,0.94615
58.0,0.0086,0.01565,0.03015,0.9456
59.0,0.007,0.01705,0.0302,0.94575
60.0,0.0083,0.01775,0.02975,0.9442
