time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.24905,0.65095,0.06745,0.03255
2.0,0.0662,0.64905,0.24405,0.0407
3.0,0.0195,0.5125,0.3957,0.0723
4.0,0.0047,0.38455,0.4874,0.12335
5.0,0.00165,0.28185,0.52715,0.18935
6.0,0.00135,0.2012,0.5389,0.25855
7.0,0.0011,0.14545,0.5226,0.33085
8.0,0.00175,0.1066,0.4929,0.39875
9.0,0.00175,0.07635,0.4589,0.463
10.0,0.0013,0.05495,0.4213,0.52245
11.0,0.00175,0.0401,0.3819,0.57625
12.0,0.00265,0.02935,0.34135,0.62665
13.0,0.0027,0.023,0.30165,0.67265
14.0,0.00275,0.019,0.26805,0.7102
15.0,0.00285,0.0151,0.2361,0.74595
16.0,0.00365,0.01265,0.20775,0.77595
17.0,0.0035,0.0114,0.18485,0.80025
18.0,0.00365,0.01045,0.16315,0.82275
19.0,0.00415,0.00945,0.14435,0.84205
20.0,0.00365,0.0096,0.12825,0.8585
21.0,0.00445,0.00945,0.1135,0.8726
22.0,0.0051,0.0097,0.10115,0.88405
23.0,0.00435,0.0104,0.09005,0.8952
24.0,0.00585,0.01065,0.08055,0.90295
25.0,0.0057,0.01135,0.0722,0.91075
26.0,0.00615,0.01175,0.065,0.9171
27.0,0.00405,0.0125,0.0597,0.92375
28.0,0.00585,0.0113,0.05475,0.9281
29.0,0.00445,0.01205,0.05055,0.93295
30.0,0.0058,0.01115,0.0467,0.93635
31.0,0.006,0.01175,0.0421,0.94015
32.0,0.0064,0.0124,0.0394,0.9418
33.0,0.0063,0.01305,0.03665,0.944
34.0,0.007,0.0135,0.03555,0.94395
35.0,0.0071,0.01335,0.0344,0.94515
36.0,0.007,0.01465,0.0326,0.94575
37.0,0.00695,0.0148,0.0318,0.94645
38.0,0.007,0.0152,0.03105,0.94675
39.0,0.0052,0.0154,0.03095,0.94845
40.0,0.0065,0.01465,0.03025,0.9486
41.0,0.00595,0.01555,0.02905,0.94945
42.0,0.0076,0.0156,0.02845,0.94835
43.0,0.0069,0.01605,0.02915,0.9479
44.0,0.00715,0.01585,0.0295,0.9475
45.0,0.0075,0.0163,0.0284,0.9478
46.0,0.00845,0.0161,0.0293,0.94615
47.0,0.0065,0.01735,0.02915,0.947
48.0,0.0078,0.0173,0.0293,0.9456
49.0,0.0072,0.0172,0.0306,0.945
50.0,0.0076,0.018,0.0294,0.945
51.0,0.00755,0.01715,0.0308,0.9445
52.0,0.0079,0.0178,0.03095,0.94335
53.0,0.0059,0.0184,0.0309,0.9448
54.0,0.00675,0.0168,0.0309,0.94555
55.0,0.00655,0.0164,0.0301,0.94695
56.0,0.00955,0.01615,0.02925,0.94505
57.0,0.00985,0.0173,0.03065,0.9422
58.0,0.00725,0.0193,0.031,0.94245
59.0,0.00705,0.018,0.03195,0.943
60.0,0.0079,0.0183,0.03165,0.94215
61.0,0.00805,0.01785,0.0326,0.9415
62.0,0.0087,0.01845,0.0321,0.94075
63.0,0.00815,0.01935,0.0323,0.9402
64.0,0.00795,0.01945,0.03285,0.93975
65.0,0.0084,0.0192,0.03345,0.93895
66.0,0.00895,0.01945,0.03435,0.93725
67.0,0.0075,0.0196,0.03405,0.93885
68.0,0.008,0.01935,0.03425,0.9384
69.0,0.00765,0.0198,0.0336,0.93895
70.0,0.0096,0.01885,0.03385,0.9377
71.0,0.0069,0.0203,0.03365,0.93915
72.0,0.0082,0.02015,0.03395,0.9377
73.0,0.01025,0.02005,0.03435,0.93535
74.0,0.0093,0.02125,0.0354,0.93405
75.0,0.0077,0.0214,0.03575,0.93515
76.0,0.0089,0.02065,0.036,0.93445
77.0,0.0069,0.0206,0.03695,0.93555
78.0,0.0088,0.01935,0.03725,0.9346
79.0,0.0085,0.0193,0.03845,0.93375
80.0,0.00855,0.0196,0.03835,0.9335
81.0,0.0099,0.0193,0.0382,0.9326
82.0,0.0098,0.0206,0.03675,0.93285
83.0,0.00735,0.0209,0.03765,0.9341
84.0,0.00955,0.0187,0.0391,0.93265
85.0,0.00805,0.02125,0.03765,0.93305
86.0,0.0086,0.02065,0.03875,0.932
