time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.24945,0.65055,0.06405,0.03595
2.0,0.07055,0.6417,0.24275,0.045
3.0,0.01965,0.51,0.394,0.07635
4.0,0.0058,0.37895,0.48695,0.1283
5.0,0.002,0.27475,0.5303,0.19295
6.0,0.0009,0.198,0.5357,0.2654
7.0,0.00125,0.13995,0.524,0.3348
8.0,0.0017,0.10065,0.4954,0.40225
9.0,0.00205,0.0735,0.4572,0.46725
10.0,0.00195,0.05385,0.41965,0.52455
11.0,0.00245,0.04005,0.37965,0.57785
12.0,0.00235,0.0302,0.3385,0.62895
13.0,0.00255,0.02235,0.3019,0.6732
14.0,0.0031,0.01755,0.26765,0.7117
15.0,0.00305,0.01505,0.235,0.7469
16.0,0.00275,0.01165,0.2095,0.7761
17.0,0.0046,0.00945,0.18395,0.802
18.0,0.00455,0.0091,0.1625,0.82385
19.0,0.00415,0.01,0.14265,0.8432
20.0,0.00435,0.00945,0.12485,0.86135
21.0,0.00425,0.0096,0.11005,0.8761
22.0,0.00445,0.00945,0.099,0.8871
23.0,0.00405,0.00925,0.08715,0.89955
24.0,0.0052,0.00925,0.07735,0.9082
25.0,0.0048,0.0095,0.0699,0.9158
26.0,0.00565,0.0097,0.0629,0.92175
27.0,0.00565,0.0104,0.05555,0.9284
28.0,0.0063,0.01095,0.051,0.93175
29.0,0.0061,0.0111,0.04645,0.93635
30.0,0.006,0.01185,0.0416,0.94055
31.0,0.0059,0.01185,0.03855,0.9437
32.0,0.00585,0.0122,0.03605,0.9459
33.0,0.00605,0.01205,0.0345,0.9474
34.0,0.00645,0.0119,0.034,0.94765
35.0,0.00625,0.01265,0.0318,0.9493
36.0,0.00705,0.0128,0.03055,0.9496
37.0,0.0056,0.0137,0.03,0.9507
38.0,0.0066,0.0127,0.0299,0.9508
39.0,0.0066,0.01365,0.02795,0.9518
40.0,0.00755,0.0134,0.02765,0.9514
41.0,0.00735,0.01385,0.0274,0.9514
42.0,0.0073,0.01365,0.02795,0.9511
43.0,0.0072,0.0144,0.02715,0.95125
44.0,0.00685,0.01525,0.0262,0.9517
45.0,0.00715,0.01575,0.0254,0.9517
