time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.24885,0.65115,0.0638,0.0362
2.0,0.06785,0.6527,0.2355,0.04395
3.0,0.02025,0.514,0.3913,0.07445
4.0,0.00475,0.38685,0.4848,0.1236
5.0,0.0019,0.2798,0.52875,0.18955
6.0,0.00135,0.20125,0.5376,0.2598
7.0,0.00095,0.14335,0.5235,0.3322
8.0,0.0013,0.10305,0.49435,0.4013
9.0,0.0012,0.07525,0.45665,0.4669
10.0,0.0021,0.05485,0.4177,0.52535
11.0,0.00215,0.0405,0.37625,0.5811
12.0,0.0034,0.0309,0.3356,0.6301
13.0,0.00275,0.0243,0.2988,0.67415
14.0,0.00265,0.01885,0.26505,0.71345
15.0,0.00325,0.0152,0.23585,0.7457
16.0,0.0038,0.0124,0.20845,0.77535
17.0,0.0029,0.0115,0.18395,0.80165
18.0,0.00375,0.0104,0.16015,0.8257
19.0,0.0043,0.0089,0.1425,0.8443
20.0,0.0046,0.00875,0.1245,0.86215
21.0,0.00515,0.009,0.1094,0.87645
22.0,0.0049,0.00965,0.09645,0.889
23.0,0.0049,0.00985,0.0876,0.89765
24.0,0.00525,0.01005,0.07755,0.90715
25.0,0.00495,0.01125,0.06955,0.91425
26.0,0.00545,0.01135,0.0637,0.9195
27.0,0.00565,0.0111,0.05825,0.925
28.0,0.00635,0.01135,0.05345,0.92885
29.0,0.0051,0.01215,0.0504,0.93235
30.0,0.0057,0.0124,0.0463,0.9356
31.0,0.0054,0.01195,0.0431,0.93955
32.0,0.0067,0.01235,0.03945,0.9415
33.0,0.00535,0.01375,0.03705,0.94385
34.0,0.00635,0.0123,0.0369,0.94445
35.0,0.0056,0.01335,0.0344,0.94665
36.0,0.00685,0.013,0.03385,0.9463
37.0,0.00655,0.0135,0.0319,0.94805
38.0,0.0066,0.0136,0.03145,0.94835
39.0,0.00635,0.01385,0.0307,0.9491
40.0,0.0075,0.01445,0.02885,0.9492
41.0,0.00625,0.0159,0.0276,0.95025
42.0,0.00705,0.01525,0.02815,0.94955
43.0,0.0066,0.01505,0.0283,0.95005
44.0,0.0069,0.0151,0.0277,0.9503
45.0,0.00625,0.01575,0.0278,0.9502
46.0,0.00785,0.01575,0.02805,0.94835
47.0,0.0061,0.01665,0.02775,0.9495
48.0,0.00715,0.01615,0.02805,0.94865
49.0,0.0082,0.0161,0.02855,0.94715
50.0,0.0071,0.01745,0.02865,0.9468
51.0,0.00655,0.01725,0.0289,0.9473
52.0,0.009,0.01675,0.02955,0.9447
53.0,0.0078,0.0167,0.03005,0.94545
54.0,0.00815,0.0176,0.0297,0.94455
55.0,0.0077,0.01785,0.03045,0.944
56.0,0.0072,0.01845,0.0305,0.94385
57.0,0.00825,0.0176,0.0316,0.94255
58.0,0.009,0.01805,0.0318,0.94115
59.0,0.0063,0.01905,0.0322,0.94245
60.0,0.0074,0.0179,0.0324,0.9423
