time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.25015,0.64985,0.0653,0.0347
2.0,0.06825,0.6461,0.24185,0.0438
3.0,0.0194,0.51205,0.394,0.07455
4.0,0.00515,0.3784,0.49085,0.1256
5.0,0.0014,0.2721,0.53805,0.18845
6.0,0.00075,0.1951,0.5446,0.25955
7.0,0.0008,0.1442,0.5244,0.3306
8.0,0.0011,0.10525,0.4933,0.40035
9.0,0.00125,0.0751,0.45995,0.4637
10.0,0.00175,0.0546,0.42095,0.5227
11.0,0.0017,0.0409,0.3826,0.5748
12.0,0.00255,0.02945,0.3431,0.6249
13.0,0.0027,0.0235,0.30285,0.67095
14.0,0.0027,0.0189,0.2677,0.7107
15.0,0.0033,0.0154,0.2364,0.7449
16.0,0.0034,0.01275,0.2091,0.77475
17.0,0.0031,0.01115,0.1862,0.79955
18.0,0.00305,0.01045,0.16355,0.82295
19.0,0.0031,0.0091,0.14505,0.84275
20.0,0.00455,0.00875,0.1285,0.8582
21.0,0.00475,0.00935,0.11355,0.87235
22.0,0.0043,0.01,0.0993,0.8864
23.0,0.0045,0.0095,0.0891,0.8969
24.0,0.00565,0.00935,0.08015,0.90485
25.0,0.0048,0.0105,0.0701,0.9146
26.0,0.0054,0.01135,0.06285,0.9204
27.0,0.00425,0.0115,0.05835,0.9259
28.0,0.0051,0.01065,0.0529,0.93135
29.0,0.00505,0.01115,0.04725,0.93655
30.0,0.00665,0.0113,0.04275,0.9393
31.0,0.0052,0.0124,0.03975,0.94265
32.0,0.0068,0.0119,0.0383,0.943
33.0,0.00685,0.01245,0.0357,0.945
34.0,0.0065,0.01315,0.033,0.94735
35.0,0.00515,0.0141,0.03135,0.9494
36.0,0.0065,0.01355,0.02955,0.9504
37.0,0.00605,0.01385,0.0294,0.9507
38.0,0.00555,0.0139,0.02905,0.9515
39.0,0.0062,0.01445,0.02765,0.9517
40.0,0.00765,0.01465,0.0267,0.951
