time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.24835,0.65165,0.06575,0.03425
2.0,0.07035,0.64105,0.2456,0.043
3.0,0.01995,0.5121,0.394,0.07395
4.0,0.00605,0.3805,0.49005,0.1234
5.0,0.00175,0.27745,0.5319,0.1889
6.0,0.00095,0.1994,0.53995,0.2597
7.0,0.00115,0.14155,0.52495,0.33235
8.0,0.001,0.1037,0.4931,0.4022
9.0,0.0015,0.07555,0.455,0.46795
10.0,0.0017,0.0553,0.41585,0.52715
11.0,0.00185,0.04035,0.3756,0.5822
12.0,0.0024,0.0299,0.3379,0.6298
13.0,0.0025,0.02155,0.30265,0.6733
14.0,0.00285,0.0177,0.2663,0.71315
15.0,0.00335,0.0144,0.2355,0.74675
16.0,0.0031,0.0124,0.2109,0.7736
17.0,0.0039,0.0103,0.1857,0.8001
18.0,0.00385,0.01025,0.16455,0.82135
19.0,0.0042,0.0096,0.1454,0.8408
20.0,0.0045,0.0093,0.12805,0.85815
21.0,0.0037,0.00965,0.1132,0.87345
22.0,0.0043,0.0086,0.10065,0.88645
23.0,0.0035,0.00915,0.0893,0.89805
24.0,0.0052,0.00805,0.07835,0.9084
25.0,0.00555,0.0093,0.068,0.91715
26.0,0.006,0.0103,0.0607,0.923
27.0,0.00585,0.01045,0.0562,0.9275
28.0,0.0062,0.0113,0.0515,0.931
29.0,0.0057,0.0113,0.0484,0.9346
30.0,0.0064,0.0116,0.04365,0.93835
31.0,0.00575,0.01265,0.04085,0.94075
32.0,0.00575,0.0131,0.03835,0.9428
33.0,0.00615,0.0127,0.03655,0.9446
34.0,0.00645,0.01275,0.03465,0.94615
35.0,0.0048,0.01315,0.0331,0.94895
36.0,0.0064,0.0131,0.031,0.9495
37.0,0.0062,0.0144,0.0293,0.9501
38.0,0.007,0.0146,0.0282,0.9502
39.0,0.0064,0.0146,0.0283,0.9507
40.0,0.00655,0.0149,0.02685,0.9517
41.0,0.0063,0.0155,0.0263,0.9519
42.0,0.0066,0.01505,0.02655,0.9518
43.0,0.00625,0.01435,0.0279,0.9515
44.0,0.00575,0.0154,0.02665,0.9522
45.0,0.00635,0.01425,0.02745,0.95195
46.0,0.00765,0.0141,0.0273,0.95095
47.0,0.0061,0.01525,0.02655,0.9521
48.0,0.0081,0.01425,0.02745,0.9502
49.0,0.0067,0.01505,0.0283,0.94995
50.0,0.0083,0.0149,0.02845,0.94835
51.0,0.00785,0.01555,0.02895,0.94765
52.0,0.0081,0.01645,0.0289,0.94655
53.0,0.0072,0.01685,0.02955,0.9464
54.0,0.0079,0.01755,0.02865,0.9459
55.0,0.00735,0.0181,0.02855,0.946
56.0,0.00795,0.01735,0.0302,0.9445
57.0,0.0078,0.01785,0.0296,0.94475
58.0,0.00915,0.01785,0.0306,0.9424
59.0,0.00735,0.0194,0.0313,0.94195
60.0,0.0086,0.0187,0.0318,0.9409
61.0,0.00735,0.0199,0.0327,0.94005
62.0,0.0086,0.0186,0.03405,0.93875
63.0,0.00785,0.01895,0.03375,0.93945
64.0,0.00935,0.01805,0.0338,0.9388
65.0,0.00805,0.0197,0.0342,0.93805
66.0,0.00845,0.0192,0.03455,0.9378
67.0,0.0072,0.01965,0.0349,0.93825
68.0,0.00865,0.0187,0.0351,0.93755
69.0,0.0069,0.01875,0.0355,0.93885
70.0,0.0066,0.01875,0.0354,0.93925
71.0,0.0068,0.0185,0.03495,0.93975
72.0,0.00875,0.01795,0.03525,0.93805
73.0,0.00835,0.01875,0.0357,0.9372
74.0,0.00935,0.019,0.03555,0.9361
75.0,0.00855,0.0196,0.03565,0.9362
76.0,0.00915,0.0204,0.0357,0.93475
77.0,0.00835,0.02035,0.0362,0.9351
78.0,0.00885,0.0204,0.03675,0.934
79.0,0.00845,0.0204,0.037,0.93415
80.0,0.0091,0.02,0.03685,0.93405
81.0,0.00905,0.01965,0.03815,0.93315
82.0,0.0102,0.01915,0.0381,0.93255
83.0,0.00835,0.0202,0.03725,0.9342
84.0,0.0091,0.02075,0.03725,0.9329
85.0,0.0079,0.0209,0.03815,0.93305
86.0,0.0093,0.01975,0.03835,0.9326
87.0,0.00745,0.02075,0.0385,0.9333
88.0,0.00875,0.02065,0.0378,0.9328
89.0,0.0076,0.0204,0.03855,0.93345
90.0,0.0098,0.02005,0.03845,0.9317
91.0,0.00875,0.0209,0.03865,0.9317
92.0,0.01005,0.0197,0.04005,0.9302
93.0,0.00925,0.02095,0.0393,0.9305
94.0,0.0089,0.0218,0.03815,0.93115
95.0,0.00805,0.0216,0.04005,0.9303
96.0,0.01095,0.02005,0.0406,0.9284
97.0,0.0092,0.0209,0.0413,0.9286
98.0,0.00865,0.02155,0.04055,0.92925
99.0,0.00875,0.02145,0.0396,0.9302
100.0,0.00965,0.02195,0.03965,0.92875
101.0,0.00965,0.02185,0.03965,0.92885
102.0,0.0099,0.0213,0.04075,0.92805
103.0,0.00905,0.0218,0.0407,0.92845
104.0,0.01005,0.02085,0.0407,0.9284
105.0,0.0097,0.02175,0.04035,0.9282
106.0,0.0102,0.02215,0.04,0.92765
107.0,0.00825,0.02175,0.0414,0.9286
108.0,0.0094,0.02015,0.04235,0.9281
109.0,0.0099,0.0205,0.04095,0.92865
110.0,0.01015,0.02125,0.04125,0.92735
111.0,0.01005,0.02275,0.0409,0.9263
112.0,0.0096,0.02385,0.0398,0.92675
113.0,0.0083,0.0235,0.04075,0.92745
114.0,0.00975,0.02215,0.0412,0.9269
115.0,0.0108,0.02245,0.04135,0.9254
116.0,0.00935,0.02435,0.04245,0.92385
117.0,0.00975,0.02425,0.0433,0.9227
118.0,0.0086,0.02335,0.04525,0.9228
119.0,0.0084,0.0219,0.046,0.9237
120.0,0.0108,0.021,0.04575,0.92245
121.0,0.0102,0.02195,0.04545,0.9224
122.0,0.01065,0.02265,0.0456,0.9211
123.0,0.00985,0.02295,0.04645,0.92075
124.0,0.01025,0.02315,0.0466,0.92
125.0,0.01155,0.0234,0.0467,0.91835
126.0,0.0117,0.02495,0.04675,0.9166
127.0,0.00965,0.0257,0.0474,0.91725
128.0,0.00985,0.0243,0.0501,0.91575
129.0,0.01015,0.02375,0.04935,0.91675
130.0,0.00995,0.02305,0.0495,0.9175
131.0,0.0092,0.02285,0.0482,0.91975
132.0,0.0087,0.02315,0.04765,0.9205
133.0,0.01,0.02175,0.04685,0.9214
134.0,0.0102,0.02275,0.0464,0.92065
135.0,0.0104,0.02305,0.0463,0.92025
136.0,0.0116,0.02335,0.0453,0.91975
137.0,0.01045,0.025,0.0441,0.92045
138.0,0.0109,0.024,0.04505,0.92005
139.0,0.0088,0.02575,0.0439,0.92155
140.0,0.00985,0.0245,0.04445,0.9212
141.0,0.00975,0.02405,0.04515,0.92105
142.0,0.0108,0.0225,0.0468,0.9199
143.0,0.00945,0.02265,0.0467,0.9212
144.0,0.0099,0.0235,0.04465,0.92195
145.0,0.0102,0.0237,0.04435,0.92175
146.0,0.0115,0.0242,0.04405,0.92025
147.0,0.01215,0.02495,0.0435,0.9194
148.0,0.0106,0.026,0.0449,0.9185
149.0,0.0089,0.02525,0.04685,0.919
150.0,0.01085,0.02455,0.04785,0.91675
151.0,0.0101,0.02455,0.04825,0.9171
152.0,0.01105,0.024,0.0483,0.91665
153.0,0.01075,0.02455,0.0464,0.9183
154.0,0.01055,0.0253,0.046,0.91815
155.0,0.00905,0.02585,0.0455,0.9196
156.0,0.0116,0.02475,0.04595,0.9177
157.0,0.0112,0.0254,0.046,0.9174
158.0,0.0105,0.0255,0.04725,0.91675
159.0,0.00855,0.026,0.04795,0.9175
160.0,0.01055,0.02305,0.04955,0.91685
161.0,0.00895,0.02315,0.05015,0.91775
162.0,0.0095,0.0231,0.0486,0.9188
163.0,0.0102,0.0231,0.04815,0.91855
164.0,0.0103,0.024,0.04725,0.91845
165.0,0.0106,0.02465,0.0462,0.91855
166.0,0.0105,0.0254,0.04525,0.91885
167.0,0.0081,0.02525,0.046,0.92065
168.0,0.01,0.0232,0.0463,0.9205
169.0,0.01095,0.02325,0.0469,0.9189
170.0,0.01035,0.02315,0.04785,0.91865
171.0,0.011,0.02375,0.0476,0.91765
172.0,0.0126,0.0244,0.048,0.915
173.0,0.0097,0.0256,0.04915,0.91555
174.0,0.0106,0.02535,0.04865,0.9154
175.0,0.00845,0.025,0.04885,0.9177
176.0,0.0114,0.023,0.05045,0.91515
177.0,0.011,0.02425,0.0497,0.91505
178.0,0.0108,0.0254,0.0488,0.915
179.0,0.00765,0.0256,0.04925,0.9175
180.0,0.0095,0.0226,0.04965,0.91825
181.0,0.0097,0.02155,0.04825,0.9205
182.0,0.0105,0.02245,0.0467,0.92035
183.0,0.0106,0.0233,0.0468,0.9193
184.0,0.01095,0.0241,0.0475,0.91745
185.0,0.0098,0.02435,0.04775,0.9181
186.0,0.01095,0.02325,0.04775,0.91805
187.0,0.0104,0.02465,0.0466,0.91835
188.0,0.01035,0.0249,0.04635,0.9184
189.0,0.01115,0.02495,0.0469,0.917
190.0,0.0096,0.02585,0.0481,0.91645
191.0,0.0099,0.0252,0.04805,0.91685
192.0,0.01225,0.0247,0.04835,0.9147
193.0,0.01095,0.0259,0.04905,0.9141
194.0,0.01015,0.02755,0.0479,0.9144
195.0,0.01005,0.0264,0.049,0.91455
196.0,0.0106,0.02675,0.0482,0.91445
197.0,0.0104,0.02615,0.049,0.91445
198.0,0.0102,0.02595,0.04915,0.9147
199.0,0.0102,0.02515,0.0502,0.91445
