time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.24625,0.65375,0.06505,0.03495
2.0,0.0691,0.64385,0.2437,0.04335
3.0,0.01855,0.51045,0.39565,0.07535
4.0,0.00485,0.38025,0.48475,0.13015
5.0,0.00195,0.27515,0.5303,0.1926
6.0,0.0009,0.201,0.53615,0.26195
7.0,0.00105,0.14625,0.5195,0.3332
8.0,0.00145,0.10605,0.49275,0.39975
9.0,0.00135,0.07765,0.45725,0.46375
10.0,0.0019,0.0552,0.4198,0.5231
11.0,0.0021,0.0407,0.37935,0.57785
12.0,0.00205,0.03045,0.33995,0.62755
13.0,0.00245,0.0224,0.30285,0.6723
14.0,0.00285,0.017,0.2688,0.71135
15.0,0.0032,0.01405,0.23645,0.7463
16.0,0.00325,0.012,0.20985,0.7749
17.0,0.00355,0.01025,0.1843,0.8019
18.0,0.00365,0.0085,0.1603,0.82755
19.0,0.00345,0.00815,0.14125,0.84715
20.0,0.0037,0.0077,0.12535,0.86325
21.0,0.00435,0.0076,0.11105,0.877
22.0,0.0056,0.0078,0.0972,0.8894
23.0,0.00505,0.00895,0.0876,0.8984
24.0,0.00505,0.00955,0.0788,0.9066
25.0,0.00475,0.01025,0.0708,0.9142
26.0,0.0057,0.0097,0.0643,0.9203
27.0,0.00575,0.0105,0.05825,0.9255
28.0,0.0055,0.01095,0.0532,0.93035
29.0,0.00545,0.01075,0.04885,0.93495
30.0,0.0058,0.01075,0.04475,0.9387
31.0,0.0049,0.01155,0.04105,0.9425
32.0,0.0053,0.01185,0.039,0.94385
33.0,0.00625,0.0115,0.03735,0.9449
34.0,0.00745,0.01225,0.03405,0.94625
35.0,0.0059,0.0131,0.03245,0.94855
36.0,0.0069,0.0128,0.032,0.9483
37.0,0.0057,0.01365,0.0314,0.94925
38.0,0.0053,0.01405,0.02965,0.951
39.0,0.00535,0.0143,0.0282,0.95215
40.0,0.0072,0.01325,0.0276,0.95195
41.0,0.00685,0.01445,0.02715,0.95155
42.0,0.0068,0.0148,0.0264,0.952
43.0,0.0074,0.01485,0.02625,0.9515
44.0,0.00725,0.0158,0.0268,0.95015
45.0,0.0072,0.0161,0.02695,0.94975
46.0,0.0069,0.01615,0.02765,0.9493
47.0,0.00605,0.0161,0.028,0.94985
48.0,0.00845,0.01605,0.02835,0.94715
49.0,0.00885,0.01675,0.02955,0.94485
50.0,0.0063,0.0178,0.0306,0.9453
51.0,0.00655,0.01585,0.03105,0.94655
52.0,0.00885,0.0151,0.0305,0.94555
