time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.25065,0.64935,0.0662,0.0338
2.0,0.06865,0.6455,0.243,0.04285
3.0,0.01985,0.5122,0.39105,0.0769
4.0,0.0055,0.38215,0.48295,0.1294
5.0,0.0017,0.2803,0.5235,0.1945
6.0,0.00095,0.20175,0.53505,0.26225
7.0,0.001,0.14685,0.52045,0.3317
8.0,0.0016,0.1055,0.4946,0.3983
9.0,0.00155,0.07625,0.46115,0.46105
10.0,0.002,0.0557,0.42275,0.51955
11.0,0.00185,0.04175,0.3825,0.5739
12.0,0.00235,0.0312,0.3435,0.62295
13.0,0.00255,0.02325,0.30395,0.67025
14.0,0.0037,0.0177,0.2692,0.7094
15.0,0.00275,0.0152,0.23915,0.7429
16.0,0.0031,0.0126,0.21105,0.77325
17.0,0.0032,0.01115,0.18575,0.7999
18.0,0.0044,0.01015,0.16315,0.8223
19.0,0.00475,0.00995,0.1442,0.8411
20.0,0.0055,0.01005,0.12575,0.8587
21.0,0.00395,0.01105,0.113,0.872
22.0,0.00375,0.0099,0.1018,0.88455
23.0,0.00515,0.009,0.0901,0.89575
24.0,0.0055,0.0102,0.07895,0.90535
25.0,0.0048,0.01055,0.07055,0.9141
26.0,0.0053,0.01115,0.06375,0.9198
27.0,0.00565,0.012,0.05845,0.9239
28.0,0.00655,0.01165,0.05415,0.92765
29.0,0.00605,0.01255,0.04865,0.93275
30.0,0.00715,0.01205,0.0456,0.9352
31.0,0.0063,0.0132,0.0427,0.9378
32.0,0.00575,0.0134,0.0411,0.93975
33.0,0.00565,0.0134,0.0388,0.94215
34.0,0.0062,0.01385,0.03655,0.9434
35.0,0.00575,0.0139,0.0353,0.94505
36.0,0.00755,0.01365,0.0336,0.9452
37.0,0.0049,0.01575,0.03185,0.9475
38.0,0.0064,0.01445,0.03095,0.9482
39.0,0.00645,0.01465,0.03025,0.94865
40.0,0.0066,0.01445,0.02875,0.9502
41.0,0.0068,0.01475,0.02895,0.9495
42.0,0.0078,0.0149,0.02905,0.94825
43.0,0.0077,0.0161,0.02855,0.94765
44.0,0.0075,0.0166,0.0283,0.9476
45.0,0.00805,0.01635,0.029,0.9466
46.0,0.0081,0.0171,0.02965,0.94515
47.0,0.0071,0.01685,0.0299,0.94615
48.0,0.0089,0.01585,0.0308,0.94445
49.0,0.00725,0.01705,0.03075,0.94495
50.0,0.00825,0.01685,0.0316,0.9433
51.0,0.00695,0.01695,0.03185,0.94425
52.0,0.00755,0.01705,0.0315,0.9439
53.0,0.0073,0.01705,0.03205,0.9436
54.0,0.0085,0.01725,0.032,0.94225
55.0,0.00755,0.01815,0.03215,0.94215
56.0,0.00825,0.0183,0.03275,0.9407
57.0,0.00805,0.0183,0.0338,0.93985
58.0,0.0079,0.01815,0.0346,0.93935
59.0,0.00715,0.0182,0.0348,0.93985
60.0,0.0086,0.018,0.035,0.9384
61.0,0.00885,0.0193,0.0343,0.93755
62.0,0.00945,0.01965,0.0352,0.9357
63.0,0.0069,0.0215,0.0337,0.9379
64.0,0.0077,0.0195,0.03605,0.93675
