time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.8406,0.0594,0.0662,0.0338
2.0,0.79685,0.08775,0.07315,0.04225
3.0,0.74725,0.11185,0.0883,0.0526
4.0,0.68995,0.1372,0.10855,0.0643
5.0,0.6261,0.16005,0.1343,0.07955
6.0,0.55905,0.1831,0.16155,0.0963
7.0,0.4883,0.202,0.1919,0.1178
8.0,0.4138,0.2185,0.2255,0.1422
9.0,0.3448,0.22485,0.25735,0.173
10.0,0.27775,0.22895,0.2857,0.2076
11.0,0.2228,0.2186,0.3137,0.2449
12.0,0.1722,0.20745,0.3344,0.28595
13.0,0.13085,0.19255,0.34575,0.33085
14.0,0.1008,0.16915,0.3518,0.37825
15.0,0.07585,0.1458,0.35545,0.4229
16.0,0.05865,0.124,0.34615,0.4712
17.0,0.04695,0.1011,0.33315,0.5188
18.0,0.0391,0.0834,0.31585,0.56165
19.0,0.03215,0.06905,0.297,0.6018
20.0,0.0276,0.05435,0.28045,0.6376
21.0,0.0254,0.0432,0.25985,0.67155
22.0,0.02415,0.03505,0.23825,0.70255
23.0,0.02155,0.02975,0.21635,0.73235
24.0,0.02095,0.0251,0.1943,0.75965
25.0,0.0205,0.0206,0.17575,0.78315
26.0,0.0202,0.01695,0.16055,0.8023
27.0,0.02065,0.0142,0.142,0.82315
28.0,0.0207,0.0114,0.12785,0.84005
29.0,0.0222,0.0088,0.1159,0.8531
30.0,0.02325,0.007,0.10385,0.8659
31.0,0.02485,0.0063,0.09155,0.8773
32.0,0.02665,0.0061,0.07945,0.8878
33.0,0.0291,0.00565,0.07005,0.8952
34.0,0.03195,0.0049,0.06185,0.9013
35.0,0.0336,0.00595,0.05435,0.9061
36.0,0.03605,0.00485,0.0481,0.911
37.0,0.0374,0.00445,0.04315,0.915
38.0,0.03975,0.00435,0.03875,0.91715
39.0,0.0429,0.00375,0.03455,0.9188
40.0,0.0445,0.00365,0.0309,0.92095
41.0,0.0474,0.0033,0.0276,0.9217
42.0,0.0495,0.00325,0.02455,0.9227
43.0,0.0528,0.0031,0.0222,0.9219
44.0,0.0551,0.00275,0.01985,0.9223
45.0,0.0581,0.00265,0.01795,0.9213
46.0,0.06095,0.00255,0.01625,0.92025
47.0,0.06335,0.00265,0.0148,0.9192
48.0,0.06575,0.0023,0.013,0.91895
49.0,0.06835,0.0022,0.0115,0.91795
50.0,0.0712,0.0022,0.01025,0.91635
51.0,0.0741,0.00175,0.00995,0.9142
52.0,0.07645,0.00185,0.0094,0.9123
53.0,0.0791,0.0018,0.0086,0.9105
54.0,0.08205,0.0017,0.0081,0.90815
55.0,0.0845,0.0014,0.0074,0.9067
56.0,0.08745,0.00135,0.0069,0.9043
57.0,0.08945,0.00155,0.00635,0.90265
58.0,0.09145,0.00155,0.00585,0.90115
59.0,0.0948,0.0013,0.0053,0.8986
60.0,0.09815,0.00095,0.0051,0.8958
61.0,0.10025,0.0012,0.0047,0.89385
62.0,0.1033,0.00105,0.0044,0.89125
63.0,0.10595,0.00105,0.00395,0.88905
64.0,0.1077,0.00095,0.0038,0.88755
65.0,0.11015,0.0011,0.00375,0.885
66.0,0.11285,0.00105,0.0035,0.8826
67.0,0.11505,0.0014,0.0031,0.88045
68.0,0.11725,0.00135,0.0029,0.8785
69.0,0.1194,0.0012,0.0032,0.8762
70.0,0.12245,0.0015,0.00295,0.8731
71.0,0.1249,0.00145,0.0029,0.87075
72.0,0.1272,0.00135,0.0028,0.86865
73.0,0.1294,0.00145,0.0025,0.86665
74.0,0.13195,0.0017,0.00225,0.8641
75.0,0.13425,0.00125,0.0024,0.8621
76.0,0.13645,0.00115,0.0023,0.8601
77.0,0.13955,0.00095,0.0024,0.8571
78.0,0.14155,0.00095,0.00225,0.85525
79.0,0.1438,0.00095,0.0022,0.85305
80.0,0.14605,0.00075,0.0021,0.8511
81.0,0.1485,0.0006,0.00185,0.84905
82.0,0.1509,0.00075,0.00165,0.8467
83.0,0.15335,0.00055,0.00165,0.84445
84.0,0.15525,0.00055,0.00145,0.84275
85.0,0.1573,0.0005,0.00155,0.84065
86.0,0.15975,0.0006,0.0016,0.83805
87.0,0.1615,0.00085,0.00145,0.8362
88.0,0.1637,0.0006,0.00155,0.83415
89.0,0.1667,0.00065,0.00155,0.8311
90.0,0.16885,0.00075,0.00155,0.82885
91.0,0.17145,0.0007,0.00145,0.8264
92.0,0.17385,0.00095,0.0015,0.8237
93.0,0.17635,0.00075,0.00175,0.82115
94.0,0.1788,0.00075,0.0016,0.81885
95.0,0.18085,0.00065,0.0017,0.8168
96.0,0.18385,0.0007,0.00145,0.814
97.0,0.18605,0.0007,0.0015,0.81175
98.0,0.1879,0.001,0.0015,0.8096
99.0,0.1897,0.00085,0.0014,0.80805
100.0,0.19155,0.00075,0.00145,0.80625
101.0,0.19355,0.0008,0.0015,0.80415
102.0,0.19605,0.00075,0.0014,0.8018
103.0,0.19865,0.0006,0.0015,0.79925
104.0,0.20135,0.00065,0.0013,0.7967
105.0,0.2032,0.00065,0.00115,0.795
106.0,0.20545,0.00075,0.00105,0.79275
107.0,0.20745,0.00065,0.00125,0.79065
108.0,0.20985,0.00055,0.00115,0.78845
109.0,0.2118,0.0006,0.00105,0.78655
110.0,0.2138,0.00065,0.0011,0.78445
111.0,0.21585,0.00065,0.00125,0.78225
112.0,0.21775,0.00065,0.0011,0.7805
113.0,0.21965,0.00065,0.0014,0.7783
114.0,0.2219,0.00055,0.0014,0.77615
115.0,0.2243,0.0007,0.00125,0.77375
116.0,0.22665,0.0007,0.00135,0.7713
117.0,0.2284,0.00055,0.0014,0.76965
118.0,0.2306,0.00055,0.00135,0.7675
119.0,0.23285,0.00055,0.00135,0.76525
120.0,0.23415,0.00065,0.0014,0.7638
121.0,0.2366,0.0005,0.0015,0.7614
122.0,0.2388,0.0005,0.00145,0.75925
123.0,0.24105,0.00045,0.00145,0.75705
124.0,0.2427,0.0004,0.00145,0.75545
125.0,0.245,0.0003,0.00135,0.75335
126.0,0.24655,0.00055,0.0013,0.7516
127.0,0.24835,0.0006,0.00145,0.7496
128.0,0.24995,0.0008,0.0014,0.74785
129.0,0.2521,0.00105,0.0013,0.74555
130.0,0.25405,0.00105,0.0014,0.7435
131.0,0.25645,0.00105,0.00135,0.74115
132.0,0.25795,0.00105,0.0016,0.7394
133.0,0.26015,0.0009,0.00165,0.7373
134.0,0.26235,0.00105,0.00145,0.73515
135.0,0.2646,0.0009,0.00165,0.73285
136.0,0.26615,0.001,0.00155,0.7313
137.0,0.2679,0.00095,0.0018,0.72935
138.0,0.2694,0.00105,0.0019,0.72765
139.0,0.2722,0.001,0.00175,0.72505
140.0,0.27385,0.00145,0.0015,0.7232
141.0,0.27555,0.0014,0.0016,0.72145
142.0,0.27735,0.0013,0.0016,0.71975
143.0,0.27915,0.0013,0.002,0.71755
144.0,0.28055,0.0013,0.0022,0.71595
145.0,0.28205,0.00155,0.00235,0.71405
146.0,0.2829,0.002,0.0028,0.7123
147.0,0.2845,0.00185,0.00315,0.7105
148.0,0.2863,0.00195,0.003,0.70875
149.0,0.2873,0.00195,0.00295,0.7078
150.0,0.2885,0.0022,0.00315,0.70615
151.0,0.28965,0.00225,0.0036,0.7045
152.0,0.29075,0.00285,0.0035,0.7029
153.0,0.2923,0.0029,0.00365,0.70115
154.0,0.29325,0.0034,0.00395,0.6994
155.0,0.2942,0.00335,0.00445,0.698
156.0,0.29535,0.0038,0.0044,0.69645
157.0,0.29555,0.00405,0.00515,0.69525
158.0,0.29705,0.00385,0.0058,0.6933
159.0,0.2983,0.00435,0.00595,0.6914
160.0,0.29935,0.0047,0.0062,0.68975
161.0,0.29995,0.0049,0.00685,0.6883
162.0,0.30105,0.0049,0.00685,0.6872
163.0,0.3013,0.00525,0.0079,0.68555
164.0,0.3018,0.00515,0.00795,0.6851
165.0,0.30185,0.00555,0.00815,0.68445
166.0,0.30235,0.0054,0.0086,0.68365
167.0,0.30205,0.00635,0.0092,0.6824
168.0,0.30195,0.0066,0.0096,0.68185
169.0,0.3016,0.0065,0.01065,0.68125
170.0,0.30165,0.007,0.0109,0.68045
171.0,0.3011,0.00765,0.0112,0.68005
172.0,0.29955,0.00805,0.01265,0.67975
173.0,0.29855,0.0085,0.0133,0.67965
174.0,0.29795,0.00845,0.01375,0.67985
175.0,0.296,0.0097,0.01455,0.67975
176.0,0.2959,0.00965,0.0151,0.67935
177.0,0.29585,0.00975,0.0163,0.6781
178.0,0.29385,0.011,0.017,0.67815
179.0,0.292,0.01205,0.01685,0.6791
180.0,0.2895,0.0129,0.0175,0.6801
181.0,0.28675,0.0138,0.01965,0.6798
182.0,0.2843,0.01435,0.02085,0.6805
183.0,0.28135,0.015,0.02275,0.6809
184.0,0.2798,0.01575,0.02335,0.6811
185.0,0.2768,0.0162,0.02465,0.68235
186.0,0.27315,0.0179,0.0257,0.68325
187.0,0.27015,0.0174,0.02765,0.6848
188.0,0.26715,0.0185,0.0286,0.68575
189.0,0.26245,0.0194,0.031,0.68715
190.0,0.259,0.0203,0.03265,0.68805
191.0,0.2541,0.0213,0.0342,0.6904
192.0,0.25005,0.021,0.03645,0.6925
193.0,0.2462,0.0228,0.03665,0.69435
194.0,0.24225,0.02335,0.03785,0.69655
195.0,0.23685,0.02515,0.03845,0.69955
