time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.8448,0.0552,0.0645,0.0355
2.0,0.80335,0.08215,0.07105,0.04345
3.0,0.7548,0.10805,0.0846,0.05255
4.0,0.70185,0.1301,0.1046,0.06345
5.0,0.6421,0.152,0.1283,0.0776
6.0,0.5759,0.1762,0.1539,0.094
7.0,0.5038,0.1976,0.1847,0.1139
8.0,0.43135,0.21675,0.21215,0.13975
9.0,0.365,0.2235,0.243,0.1685
10.0,0.29635,0.23185,0.27115,0.20065
11.0,0.2388,0.2227,0.30315,0.23535
12.0,0.18775,0.21275,0.32265,0.27685
13.0,0.14715,0.1943,0.34075,0.3178
14.0,0.11165,0.1752,0.35105,0.3621
15.0,0.08645,0.1526,0.35425,0.4067
16.0,0.06695,0.13125,0.3501,0.4517
17.0,0.05255,0.10915,0.3407,0.4976
18.0,0.04325,0.0907,0.32645,0.5396
19.0,0.03495,0.07415,0.31095,0.57995
20.0,0.0296,0.06045,0.2924,0.61755
21.0,0.02565,0.04985,0.2697,0.6548
22.0,0.02195,0.04005,0.24905,0.68895
23.0,0.02045,0.0332,0.22835,0.718
24.0,0.0189,0.027,0.20825,0.74585
25.0,0.01715,0.02305,0.18655,0.77325
26.0,0.01875,0.01825,0.16895,0.79405
27.0,0.01955,0.01545,0.14935,0.81565
28.0,0.0201,0.01195,0.13415,0.8338
29.0,0.0213,0.0106,0.1183,0.8498
30.0,0.02235,0.00905,0.1046,0.864
31.0,0.0235,0.0087,0.09325,0.87455
32.0,0.02455,0.008,0.08245,0.885
33.0,0.02605,0.00685,0.0748,0.8923
34.0,0.02735,0.0062,0.0666,0.89985
35.0,0.0296,0.00505,0.0597,0.90565
36.0,0.0318,0.00495,0.053,0.91025
37.0,0.03355,0.00505,0.0465,0.9149
38.0,0.03585,0.0046,0.0403,0.91925
39.0,0.038,0.0039,0.03565,0.92245
40.0,0.0402,0.00355,0.0311,0.92515
41.0,0.042,0.0035,0.0277,0.9268
42.0,0.0444,0.0035,0.02455,0.92755
43.0,0.0477,0.00315,0.0225,0.92665
44.0,0.05085,0.00265,0.02065,0.92585
45.0,0.05365,0.0027,0.01785,0.9258
46.0,0.0565,0.0026,0.01625,0.92465
47.0,0.0591,0.00235,0.0146,0.92395
48.0,0.0614,0.0027,0.01305,0.92285
49.0,0.06415,0.0027,0.01195,0.9212
50.0,0.0659,0.0027,0.01105,0.92035
51.0,0.06905,0.0022,0.01,0.91875
52.0,0.07195,0.002,0.00895,0.9171
53.0,0.07415,0.00185,0.008,0.916
54.0,0.07695,0.0019,0.00735,0.9138
55.0,0.0793,0.002,0.0068,0.9119
56.0,0.0828,0.00195,0.006,0.90925
57.0,0.0854,0.00215,0.00545,0.907
58.0,0.08775,0.002,0.0054,0.90485
59.0,0.0908,0.0018,0.005,0.9024
60.0,0.09375,0.00135,0.0047,0.9002
