time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.84205,0.05795,0.06485,0.03515
2.0,0.79705,0.0848,0.0749,0.04325
3.0,0.74595,0.1119,0.0886,0.05355
4.0,0.6927,0.1335,0.10865,0.06515
5.0,0.63055,0.15915,0.1315,0.0788
6.0,0.56175,0.18465,0.15715,0.09645
7.0,0.49485,0.1991,0.1877,0.11835
8.0,0.41945,0.2188,0.2196,0.14215
9.0,0.3478,0.23315,0.2482,0.17085
10.0,0.2818,0.2341,0.28205,0.20205
11.0,0.22405,0.2242,0.3118,0.23995
12.0,0.1741,0.2135,0.33,0.2824
13.0,0.1349,0.1941,0.34475,0.32625
14.0,0.1039,0.171,0.35115,0.37395
15.0,0.0792,0.14895,0.3526,0.41925
16.0,0.06125,0.1255,0.3487,0.46455
17.0,0.0493,0.1015,0.3394,0.5098
18.0,0.03955,0.0825,0.3243,0.55365
19.0,0.0324,0.0689,0.30475,0.59395
20.0,0.0275,0.05615,0.28445,0.6319
21.0,0.02425,0.04525,0.26065,0.66985
22.0,0.0232,0.0359,0.23955,0.70135
23.0,0.02255,0.0289,0.2183,0.73025
24.0,0.0217,0.0239,0.19645,0.75795
25.0,0.02165,0.0202,0.17685,0.7813
26.0,0.02235,0.0161,0.158,0.80355
27.0,0.0229,0.013,0.1428,0.8213
28.0,0.0237,0.01115,0.12905,0.8361
29.0,0.02545,0.00955,0.11615,0.84885
30.0,0.0266,0.0086,0.1033,0.8615
31.0,0.028,0.0076,0.09165,0.87275
32.0,0.0292,0.0072,0.0814,0.8822
33.0,0.03045,0.00625,0.07235,0.89095
34.0,0.03175,0.00635,0.06395,0.89795
35.0,0.0339,0.0064,0.05725,0.90245
36.0,0.0366,0.0056,0.05265,0.90515
37.0,0.0385,0.00525,0.0469,0.90935
38.0,0.0414,0.005,0.04125,0.91235
39.0,0.04395,0.00435,0.03615,0.91555
40.0,0.0464,0.0041,0.03095,0.91855
41.0,0.04835,0.00395,0.02795,0.91975
42.0,0.05075,0.00325,0.02525,0.92075
43.0,0.05355,0.00295,0.0231,0.9204
44.0,0.05585,0.003,0.0202,0.92095
45.0,0.05935,0.0026,0.01795,0.9201
46.0,0.0627,0.00225,0.0159,0.91915
47.0,0.065,0.0023,0.01455,0.91815
48.0,0.0679,0.00225,0.01345,0.9164
49.0,0.07075,0.00215,0.0121,0.915
50.0,0.07385,0.002,0.011,0.91315
51.0,0.07675,0.0018,0.00995,0.9115
52.0,0.0791,0.00225,0.00855,0.9101
53.0,0.0818,0.0021,0.00795,0.90815
54.0,0.0841,0.002,0.00725,0.90665
55.0,0.08625,0.00185,0.00675,0.90515
56.0,0.0889,0.0018,0.0057,0.9036
57.0,0.0918,0.0017,0.0054,0.9011
58.0,0.0951,0.0016,0.0047,0.8986
59.0,0.09765,0.00145,0.00435,0.89655
60.0,0.10015,0.00125,0.0043,0.8943
61.0,0.10295,0.00115,0.004,0.8919
62.0,0.106,0.00115,0.0037,0.88915
63.0,0.108,0.0013,0.00345,0.88725
64.0,0.11025,0.00145,0.0031,0.8852
65.0,0.11295,0.0011,0.0033,0.88265
66.0,0.11535,0.00145,0.0034,0.8798
67.0,0.11795,0.0014,0.00335,0.8773
68.0,0.1209,0.00135,0.00315,0.8746
69.0,0.12325,0.00145,0.0031,0.8722
70.0,0.12615,0.0016,0.00295,0.8693
71.0,0.12945,0.00115,0.00315,0.86625
72.0,0.13185,0.00085,0.00325,0.86405
73.0,0.1349,0.0008,0.0033,0.861
74.0,0.1375,0.0008,0.00315,0.85855
75.0,0.13975,0.00095,0.00295,0.85635
76.0,0.14195,0.0013,0.00265,0.8541
77.0,0.1446,0.00125,0.0027,0.85145
78.0,0.14725,0.0012,0.0026,0.84895
79.0,0.1491,0.0012,0.0025,0.8472
80.0,0.1517,0.00095,0.0025,0.84485
81.0,0.1536,0.00105,0.00265,0.8427
82.0,0.1557,0.0012,0.00275,0.84035
83.0,0.15775,0.00125,0.00275,0.83825
84.0,0.1598,0.00145,0.00265,0.8361
85.0,0.1621,0.00135,0.0024,0.83415
86.0,0.1648,0.00125,0.00265,0.8313
87.0,0.1664,0.0017,0.00245,0.82945
88.0,0.1686,0.0015,0.0028,0.8271
89.0,0.17125,0.00185,0.00255,0.82435
90.0,0.1728,0.0017,0.0026,0.8229
91.0,0.1756,0.00155,0.00275,0.8201
92.0,0.1778,0.0014,0.00295,0.81785
93.0,0.18005,0.0015,0.0027,0.81575
94.0,0.1824,0.00135,0.00275,0.8135
95.0,0.18375,0.0012,0.003,0.81205
96.0,0.18545,0.0013,0.00315,0.8101
97.0,0.18735,0.00155,0.00295,0.80815
98.0,0.1895,0.0018,0.00285,0.80585
99.0,0.192,0.0017,0.00265,0.80365
100.0,0.19465,0.00165,0.00285,0.80085
101.0,0.1961,0.00165,0.0031,0.79915
102.0,0.1981,0.0017,0.0032,0.797
103.0,0.2001,0.00175,0.0033,0.79485
104.0,0.2016,0.00175,0.0035,0.79315
105.0,0.20315,0.00205,0.00355,0.79125
106.0,0.205,0.00175,0.00365,0.7896
107.0,0.20655,0.00185,0.00345,0.78815
108.0,0.20865,0.0015,0.00345,0.7864
109.0,0.21045,0.0016,0.0035,0.78445
110.0,0.21225,0.0018,0.00345,0.7825
111.0,0.21435,0.0018,0.00355,0.7803
112.0,0.21645,0.0017,0.0035,0.77835
113.0,0.2182,0.0021,0.0034,0.7763
114.0,0.2196,0.002,0.00335,0.77505
115.0,0.2216,0.00185,0.00355,0.773
116.0,0.22345,0.0019,0.00345,0.7712
117.0,0.22535,0.00215,0.00305,0.76945
118.0,0.2271,0.00205,0.00345,0.7674
119.0,0.22925,0.002,0.00355,0.7652
120.0,0.2315,0.00155,0.0037,0.76325
121.0,0.2334,0.0015,0.00385,0.76125
122.0,0.23495,0.00195,0.0037,0.7594
123.0,0.23635,0.0022,0.0041,0.75735
124.0,0.23805,0.00245,0.0041,0.7554
125.0,0.2393,0.00235,0.0043,0.75405
126.0,0.2409,0.0018,0.0047,0.7526
127.0,0.24235,0.002,0.0043,0.75135
128.0,0.2438,0.00215,0.0039,0.75015
129.0,0.245,0.00245,0.0042,0.74835
130.0,0.2469,0.00215,0.0046,0.74635
131.0,0.24845,0.0024,0.004,0.74515
132.0,0.24995,0.0029,0.00375,0.7434
133.0,0.25175,0.0029,0.00355,0.7418
134.0,0.2526,0.0029,0.0041,0.7404
135.0,0.25385,0.0027,0.0045,0.73895
136.0,0.25475,0.00325,0.0047,0.7373
137.0,0.2567,0.00355,0.0047,0.73505
138.0,0.2581,0.00345,0.00495,0.7335
139.0,0.25845,0.00375,0.0056,0.7322
140.0,0.2601,0.0033,0.0062,0.7304
141.0,0.2618,0.00365,0.00595,0.7286
142.0,0.2629,0.00345,0.00585,0.7278
143.0,0.26385,0.0034,0.0063,0.72645
144.0,0.2645,0.00375,0.0062,0.72555
145.0,0.2656,0.0036,0.0061,0.7247
146.0,0.26565,0.00395,0.0066,0.7238
147.0,0.2668,0.00385,0.007,0.72235
148.0,0.26705,0.0045,0.0071,0.72135
149.0,0.26765,0.0052,0.00715,0.72
150.0,0.2685,0.00565,0.00745,0.7184
151.0,0.26975,0.00485,0.0083,0.7171
152.0,0.27015,0.00465,0.0091,0.7161
153.0,0.26975,0.00605,0.00875,0.71545
154.0,0.27025,0.00585,0.00945,0.71445
155.0,0.2703,0.0062,0.01,0.7135
156.0,0.27025,0.006,0.0105,0.71325
157.0,0.2701,0.0063,0.01095,0.71265
158.0,0.27005,0.0065,0.0112,0.71225
159.0,0.27045,0.00665,0.0121,0.7108
160.0,0.2707,0.0069,0.0126,0.7098
161.0,0.26945,0.0085,0.0126,0.70945
162.0,0.26935,0.00885,0.01305,0.70875
163.0,0.26815,0.00985,0.0137,0.7083
164.0,0.2667,0.0101,0.0153,0.7079
165.0,0.26505,0.011,0.0165,0.70745
166.0,0.2648,0.01055,0.0176,0.70705
167.0,0.26235,0.01205,0.01815,0.70745
168.0,0.26085,0.0124,0.01955,0.7072
169.0,0.26045,0.0128,0.0204,0.70635
170.0,0.25875,0.01335,0.02145,0.70645
171.0,0.25675,0.0144,0.0225,0.70635
172.0,0.2548,0.0153,0.0233,0.7066
173.0,0.252,0.0156,0.02505,0.70735
174.0,0.24985,0.01595,0.02605,0.70815
175.0,0.2477,0.0158,0.02755,0.70895
176.0,0.2445,0.0167,0.0283,0.7105
177.0,0.24205,0.01625,0.02945,0.71225
178.0,0.23955,0.0169,0.02935,0.7142
179.0,0.23675,0.0183,0.02985,0.7151
180.0,0.2349,0.01925,0.02985,0.716
181.0,0.2321,0.01965,0.0322,0.71605
182.0,0.2289,0.0196,0.03345,0.71805
183.0,0.22575,0.02015,0.03355,0.72055
184.0,0.2228,0.0192,0.03505,0.72295
185.0,0.2185,0.0204,0.0356,0.7255
186.0,0.21525,0.02065,0.03705,0.72705
187.0,0.2124,0.02065,0.0377,0.72925
188.0,0.21005,0.0193,0.03895,0.7317
189.0,0.2064,0.02075,0.0388,0.73405
190.0,0.2042,0.0203,0.0396,0.7359
191.0,0.20085,0.0212,0.03925,0.7387
192.0,0.19825,0.0212,0.03935,0.7412
193.0,0.19515,0.02075,0.04015,0.74395
194.0,0.19235,0.0207,0.0406,0.74635
195.0,0.19005,0.02105,0.0393,0.7496
196.0,0.1876,0.02075,0.0402,0.75145
197.0,0.18495,0.02075,0.04015,0.75415
198.0,0.18225,0.0216,0.03975,0.7564
199.0,0.17965,0.0202,0.04125,0.7589
200.0,0.177,0.02005,0.0415,0.76145
201.0,0.17385,0.0206,0.04225,0.7633
202.0,0.1718,0.0213,0.0412,0.7657
203.0,0.16975,0.0207,0.0411,0.76845
204.0,0.1691,0.0195,0.0411,0.7703
205.0,0.16755,0.0192,0.0411,0.77215
206.0,0.16525,0.0198,0.03985,0.7751
207.0,0.16395,0.01905,0.03945,0.77755
208.0,0.16135,0.01855,0.03995,0.78015
209.0,0.16025,0.0185,0.03865,0.7826
210.0,0.159,0.01755,0.039,0.78445
211.0,0.15855,0.01785,0.03765,0.78595
212.0,0.15795,0.01765,0.0375,0.7869
213.0,0.15735,0.01685,0.0374,0.7884
214.0,0.1564,0.0169,0.0377,0.789
215.0,0.15605,0.01605,0.0384,0.7895
216.0,0.15495,0.01585,0.0383,0.7909
217.0,0.15415,0.01595,0.03775,0.79215
218.0,0.15335,0.0159,0.0369,0.79385
219.0,0.1526,0.01515,0.03685,0.7954
220.0,0.15215,0.01665,0.03485,0.79635
221.0,0.1528,0.01575,0.03455,0.7969
222.0,0.15115,0.01675,0.03405,0.79805
223.0,0.15225,0.0158,0.03395,0.798
224.0,0.15285,0.01515,0.0333,0.7987
225.0,0.15265,0.0148,0.03315,0.7994
226.0,0.15385,0.0144,0.03275,0.799
227.0,0.15345,0.0138,0.03235,0.8004
228.0,0.155,0.01275,0.03165,0.8006
229.0,0.1556,0.0127,0.0314,0.8003
230.0,0.15665,0.0128,0.03015,0.8004
231.0,0.1571,0.0123,0.03025,0.80035
232.0,0.15605,0.01345,0.029,0.8015
233.0,0.1568,0.0127,0.0285,0.802
234.0,0.15795,0.01135,0.02835,0.80235
235.0,0.1584,0.01135,0.02835,0.8019
236.0,0.15925,0.01205,0.0274,0.8013
237.0,0.16005,0.01195,0.0266,0.8014
238.0,0.15965,0.01315,0.02645,0.80075
239.0,0.16015,0.01255,0.02695,0.80035
240.0,0.1607,0.013,0.0269,0.7994
241.0,0.16155,0.0119,0.0277,0.79885
242.0,0.16205,0.01165,0.02755,0.79875
243.0,0.1621,0.012,0.027,0.7989
244.0,0.1622,0.01305,0.0262,0.79855
245.0,0.16345,0.01245,0.02615,0.79795
246.0,0.16395,0.01295,0.0253,0.7978
247.0,0.1647,0.01245,0.02595,0.7969
248.0,0.16615,0.01205,0.0252,0.7966
249.0,0.16695,0.01175,0.02515,0.79615
250.0,0.1687,0.01185,0.02445,0.795
251.0,0.1699,0.01155,0.0246,0.79395
252.0,0.17165,0.0111,0.02475,0.7925
253.0,0.1733,0.0108,0.02475,0.79115
254.0,0.17435,0.01145,0.0241,0.7901
255.0,0.17635,0.0115,0.0236,0.78855
256.0,0.17835,0.01085,0.02375,0.78705
257.0,0.1789,0.0111,0.024,0.786
258.0,0.1793,0.01135,0.0244,0.78495
259.0,0.18095,0.01095,0.02455,0.78355
260.0,0.1831,0.0101,0.0236,0.7832
261.0,0.1841,0.01105,0.0234,0.78145
262.0,0.1859,0.01005,0.0234,0.78065
263.0,0.18795,0.0102,0.02265,0.7792
264.0,0.18945,0.01035,0.02155,0.77865
265.0,0.1904,0.01005,0.02235,0.7772
266.0,0.1921,0.0092,0.0221,0.7766
267.0,0.1946,0.0098,0.02095,0.77465
268.0,0.197,0.00895,0.0205,0.77355
269.0,0.19855,0.0091,0.02005,0.7723
270.0,0.1991,0.0101,0.01995,0.77085
271.0,0.201,0.01,0.01945,0.76955
272.0,0.2019,0.01065,0.0194,0.76805
273.0,0.2039,0.0093,0.0205,0.7663
274.0,0.20565,0.0097,0.02065,0.764
275.0,0.20675,0.0099,0.02055,0.7628
276.0,0.20825,0.01,0.02075,0.761
277.0,0.2088,0.0111,0.0205,0.7596
278.0,0.2102,0.01075,0.02125,0.7578
279.0,0.2118,0.0112,0.0207,0.7563
280.0,0.2126,0.0111,0.021,0.7553
281.0,0.2133,0.0117,0.0218,0.7532
