time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.84055,0.05945,0.06425,0.03575
2.0,0.7953,0.0874,0.0737,0.0436
3.0,0.7497,0.1086,0.08785,0.05385
4.0,0.6935,0.13325,0.10865,0.0646
5.0,0.6317,0.157,0.13325,0.07805
6.0,0.56255,0.18195,0.15985,0.09565
7.0,0.49085,0.20145,0.1917,0.116
8.0,0.41825,0.2199,0.221,0.14085
9.0,0.34685,0.22935,0.2534,0.1704
10.0,0.28115,0.2311,0.2835,0.20425
11.0,0.2232,0.22455,0.3106,0.24165
12.0,0.17365,0.20845,0.3355,0.2824
13.0,0.1344,0.1874,0.35005,0.32815
14.0,0.1021,0.16805,0.3554,0.37445
15.0,0.07845,0.1435,0.3578,0.42025
16.0,0.0593,0.1206,0.35155,0.46855
17.0,0.04565,0.1012,0.338,0.51515
18.0,0.0376,0.0817,0.3196,0.5611
19.0,0.0309,0.06655,0.3014,0.60115
20.0,0.0266,0.054,0.279,0.6404
21.0,0.02345,0.0428,0.2576,0.67615
22.0,0.0222,0.03415,0.2351,0.70855
23.0,0.02105,0.0282,0.2155,0.73525
24.0,0.01945,0.0249,0.1949,0.76075
25.0,0.01935,0.0199,0.1746,0.78615
26.0,0.01945,0.01605,0.1553,0.8092
27.0,0.0208,0.01225,0.13835,0.8286
28.0,0.02175,0.01125,0.1228,0.8442
29.0,0.0227,0.0107,0.10885,0.85775
30.0,0.02475,0.00955,0.09735,0.86835
31.0,0.02595,0.00785,0.0888,0.8774
32.0,0.0277,0.0068,0.07935,0.88615
33.0,0.02935,0.00635,0.0707,0.8936
34.0,0.03045,0.00635,0.06405,0.89915
35.0,0.03185,0.00665,0.05585,0.90565
36.0,0.0337,0.00565,0.05125,0.9094
37.0,0.03535,0.0053,0.0458,0.91355
38.0,0.0373,0.00535,0.04045,0.9169
39.0,0.03945,0.00405,0.03585,0.92065
40.0,0.04165,0.00375,0.0315,0.9231
41.0,0.0433,0.0036,0.02735,0.92575
42.0,0.0465,0.00375,0.0238,0.92595
43.0,0.04875,0.0034,0.0217,0.92615
44.0,0.05145,0.00295,0.01955,0.92605
45.0,0.0547,0.00245,0.0176,0.92525
46.0,0.0584,0.00195,0.0157,0.92395
47.0,0.0611,0.0022,0.01345,0.92325
48.0,0.06425,0.00235,0.01145,0.92195
49.0,0.06665,0.00205,0.0103,0.921
50.0,0.06905,0.00185,0.00965,0.91945
51.0,0.0709,0.00195,0.0091,0.91805
52.0,0.07405,0.0018,0.00795,0.9162
53.0,0.0774,0.00175,0.0072,0.91365
54.0,0.0802,0.0014,0.0067,0.9117
55.0,0.083,0.0016,0.0059,0.9095
56.0,0.0857,0.0016,0.00545,0.90725
57.0,0.08835,0.00155,0.0047,0.9054
58.0,0.0913,0.00135,0.00445,0.9029
59.0,0.09385,0.00115,0.0041,0.9009
60.0,0.0972,0.00105,0.0039,0.89785
61.0,0.09975,0.00105,0.0036,0.8956
62.0,0.10315,0.00105,0.0032,0.8926
63.0,0.10485,0.00085,0.00295,0.89135
64.0,0.1075,0.00085,0.0028,0.88885
65.0,0.11035,0.00055,0.0027,0.8864
66.0,0.11315,0.0008,0.0024,0.88365
67.0,0.11565,0.0006,0.00225,0.8815
68.0,0.11855,0.00075,0.002,0.8787
69.0,0.1207,0.0008,0.0015,0.877
70.0,0.12395,0.00065,0.00145,0.87395
71.0,0.12735,0.00055,0.00145,0.87065
72.0,0.1306,0.00045,0.00155,0.8674
73.0,0.13345,0.00035,0.0013,0.8649
74.0,0.1364,0.0004,0.00115,0.86205
75.0,0.139,0.00035,0.00115,0.8595
76.0,0.141,0.00045,0.001,0.85755
77.0,0.14395,0.00045,0.001,0.8546
78.0,0.14675,0.0002,0.00115,0.8519
79.0,0.14835,0.0004,0.00105,0.8502
80.0,0.15105,0.00035,0.0011,0.8475
81.0,0.15385,0.00035,0.00105,0.84475
82.0,0.15575,0.0003,0.001,0.84295
83.0,0.15805,0.0003,0.00085,0.8408
84.0,0.15985,0.00055,0.00075,0.83885
85.0,0.16185,0.00045,0.00065,0.83705
86.0,0.16375,0.0004,0.0006,0.83525
87.0,0.1662,0.0002,0.0007,0.8329
88.0,0.16825,0.00025,0.0006,0.8309
89.0,0.17055,0.00035,0.0007,0.8284
90.0,0.17295,0.00035,0.0006,0.8261
91.0,0.1753,0.0005,0.0005,0.8237
92.0,0.17775,0.0005,0.0006,0.82115
93.0,0.17965,0.0004,0.0007,0.81925
94.0,0.1812,0.00055,0.0007,0.81755
95.0,0.18415,0.0005,0.0007,0.81465
96.0,0.1857,0.0005,0.0009,0.8129
97.0,0.18765,0.00055,0.00105,0.81075
98.0,0.18975,0.0006,0.0009,0.80875
99.0,0.1922,0.0006,0.0009,0.8063
100.0,0.1939,0.0005,0.00095,0.80465
101.0,0.1953,0.0006,0.0011,0.803
102.0,0.1973,0.0006,0.001,0.8011
103.0,0.1993,0.0006,0.00115,0.79895
104.0,0.2014,0.00055,0.0012,0.79685
105.0,0.2029,0.0006,0.001,0.7955
106.0,0.2051,0.00055,0.00085,0.7935
107.0,0.2078,0.0005,0.00075,0.79095
108.0,0.2101,0.0005,0.0008,0.7886
109.0,0.2124,0.0005,0.0009,0.7862
110.0,0.2139,0.00055,0.00095,0.7846
111.0,0.21625,0.00065,0.00085,0.78225
112.0,0.21825,0.0007,0.001,0.78005
113.0,0.2205,0.0005,0.00125,0.77775
114.0,0.2227,0.0004,0.00135,0.77555
115.0,0.22405,0.00065,0.00125,0.77405
116.0,0.22665,0.0007,0.0011,0.77155
117.0,0.22865,0.00085,0.0011,0.7694
118.0,0.2308,0.00085,0.00115,0.7672
119.0,0.23245,0.00105,0.00105,0.76545
120.0,0.2344,0.00085,0.00115,0.7636
121.0,0.23685,0.00085,0.00105,0.76125
122.0,0.2385,0.0007,0.0011,0.7597
123.0,0.2408,0.0005,0.00125,0.75745
124.0,0.2431,0.00045,0.001,0.75545
125.0,0.2453,0.00075,0.001,0.75295
126.0,0.2473,0.00075,0.0008,0.75115
127.0,0.24955,0.0009,0.00075,0.7488
128.0,0.25215,0.00055,0.0011,0.7462
129.0,0.2537,0.00065,0.0012,0.74445
130.0,0.25575,0.00065,0.00115,0.74245
131.0,0.2578,0.0008,0.0011,0.7403
132.0,0.25935,0.00075,0.00095,0.73895
133.0,0.26095,0.00105,0.0009,0.7371
134.0,0.26245,0.0009,0.0013,0.73535
135.0,0.2641,0.00085,0.0015,0.73355
136.0,0.2655,0.0008,0.00155,0.73215
137.0,0.26715,0.00055,0.00165,0.73065
138.0,0.2682,0.0008,0.00165,0.72935
139.0,0.2707,0.00095,0.0017,0.72665
140.0,0.27225,0.001,0.0018,0.72495
141.0,0.275,0.0012,0.0017,0.7221
142.0,0.2768,0.00125,0.0019,0.72005
143.0,0.2779,0.0015,0.00205,0.71855
144.0,0.28015,0.00145,0.00215,0.71625
145.0,0.28075,0.0018,0.00215,0.7153
146.0,0.282,0.00165,0.0025,0.71385
147.0,0.2834,0.0018,0.0026,0.7122
148.0,0.28535,0.00135,0.00285,0.71045
149.0,0.2867,0.00145,0.0027,0.70915
150.0,0.2887,0.0014,0.0029,0.707
151.0,0.2901,0.00165,0.0028,0.70545
152.0,0.2918,0.0015,0.0028,0.7039
153.0,0.2931,0.00165,0.00295,0.7023
154.0,0.2938,0.00185,0.00295,0.7014
155.0,0.2952,0.00225,0.00285,0.6997
156.0,0.2968,0.00205,0.0032,0.69795
157.0,0.29855,0.002,0.00335,0.6961
158.0,0.29965,0.0023,0.00315,0.6949
159.0,0.3012,0.00215,0.00345,0.6932
160.0,0.3015,0.0027,0.00355,0.69225
161.0,0.30275,0.0023,0.00425,0.6907
162.0,0.30385,0.0027,0.0041,0.68935
163.0,0.30515,0.0028,0.00415,0.6879
164.0,0.30665,0.0028,0.00455,0.686
165.0,0.3076,0.00295,0.0049,0.68455
166.0,0.3078,0.00375,0.00515,0.6833
167.0,0.30885,0.00355,0.00525,0.68235
168.0,0.31,0.0036,0.0056,0.6808
169.0,0.3108,0.00365,0.0058,0.67975
170.0,0.31195,0.00405,0.0056,0.6784
171.0,0.31265,0.004,0.00655,0.6768
172.0,0.3129,0.00465,0.00685,0.6756
173.0,0.31355,0.0053,0.00725,0.6739
174.0,0.3136,0.0059,0.0076,0.6729
175.0,0.3133,0.0062,0.00855,0.67195
176.0,0.31295,0.00665,0.00885,0.67155
177.0,0.3133,0.00675,0.0094,0.67055
178.0,0.3131,0.00715,0.0099,0.66985
179.0,0.31335,0.0072,0.0106,0.66885
180.0,0.3125,0.00815,0.01135,0.668
181.0,0.3115,0.0083,0.01335,0.66685
182.0,0.31055,0.00935,0.01355,0.66655
183.0,0.3091,0.01005,0.0146,0.66625
184.0,0.30725,0.0098,0.0165,0.66645
185.0,0.304,0.01155,0.01745,0.667
186.0,0.3019,0.012,0.0188,0.6673
187.0,0.29885,0.01335,0.0203,0.6675
188.0,0.29725,0.0145,0.021,0.66725
189.0,0.29415,0.01505,0.02275,0.66805
190.0,0.29035,0.017,0.0227,0.66995
191.0,0.28755,0.0166,0.0252,0.67065
192.0,0.2845,0.0172,0.0267,0.6716
193.0,0.28185,0.0181,0.0267,0.67335
194.0,0.27875,0.01765,0.02915,0.67445
195.0,0.27435,0.01885,0.0298,0.677
196.0,0.2692,0.02085,0.03075,0.6792
197.0,0.2655,0.02135,0.03205,0.6811
198.0,0.2611,0.0216,0.0345,0.6828
199.0,0.25645,0.02255,0.0358,0.6852
200.0,0.25125,0.0231,0.03765,0.688
201.0,0.24475,0.0256,0.03915,0.6905
202.0,0.24,0.0253,0.04055,0.69415
203.0,0.23435,0.02565,0.04305,0.69695
204.0,0.2298,0.027,0.04395,0.69925
205.0,0.22445,0.0269,0.04655,0.7021
206.0,0.2199,0.027,0.0479,0.7052
207.0,0.21495,0.02655,0.04845,0.71005
208.0,0.2088,0.0266,0.05005,0.71455
209.0,0.20265,0.0281,0.0509,0.71835
210.0,0.1982,0.0272,0.05115,0.72345
211.0,0.19385,0.0256,0.0528,0.72775
212.0,0.18895,0.02475,0.0541,0.7322
213.0,0.18475,0.0252,0.0531,0.73695
214.0,0.1814,0.02415,0.05325,0.7412
215.0,0.17795,0.0242,0.05175,0.7461
216.0,0.1733,0.02515,0.051,0.75055
217.0,0.16995,0.0258,0.05,0.75425
218.0,0.16645,0.02425,0.05055,0.75875
219.0,0.16235,0.0239,0.05085,0.7629
220.0,0.15885,0.0231,0.05065,0.7674
221.0,0.15595,0.02305,0.0499,0.7711
222.0,0.1532,0.02235,0.0504,0.77405
223.0,0.15085,0.0213,0.0495,0.77835
224.0,0.14835,0.0214,0.0486,0.78165
225.0,0.14675,0.0211,0.048,0.78415
226.0,0.145,0.02025,0.0475,0.78725
227.0,0.14345,0.02,0.04725,0.7893
228.0,0.14255,0.0184,0.0475,0.79155
229.0,0.14025,0.01835,0.04655,0.79485
230.0,0.1389,0.0191,0.0446,0.7974
231.0,0.1375,0.0182,0.0427,0.8016
232.0,0.13785,0.018,0.04035,0.8038
233.0,0.138,0.0171,0.03885,0.80605
234.0,0.1375,0.01665,0.0377,0.80815
235.0,0.1368,0.0174,0.03595,0.80985
236.0,0.1371,0.0163,0.0362,0.8104
237.0,0.1368,0.0161,0.0344,0.8127
238.0,0.1365,0.0157,0.0336,0.8142
239.0,0.13675,0.01545,0.0324,0.8154
240.0,0.1378,0.0145,0.0317,0.816
241.0,0.1382,0.0133,0.0321,0.8164
242.0,0.13855,0.0122,0.0322,0.81705
243.0,0.13955,0.0121,0.03155,0.8168
244.0,0.1401,0.01155,0.0295,0.81885
245.0,0.1412,0.0113,0.02755,0.81995
246.0,0.14355,0.0103,0.0268,0.81935
247.0,0.14525,0.0101,0.0252,0.81945
248.0,0.1473,0.00925,0.025,0.81845
249.0,0.1491,0.00955,0.0237,0.81765
250.0,0.1518,0.0091,0.02245,0.81665
251.0,0.1532,0.0085,0.0225,0.8158
252.0,0.1549,0.00815,0.0216,0.81535
253.0,0.1568,0.008,0.02135,0.81385
254.0,0.15825,0.00865,0.01985,0.81325
255.0,0.16065,0.0082,0.01905,0.8121
256.0,0.1627,0.0081,0.01835,0.81085
257.0,0.164,0.0091,0.017,0.8099
258.0,0.1658,0.0088,0.0171,0.8083
259.0,0.16695,0.0083,0.0176,0.80715
260.0,0.1679,0.00925,0.0167,0.80615
261.0,0.16945,0.00875,0.01675,0.80505
262.0,0.17095,0.00855,0.0166,0.8039
263.0,0.17375,0.0081,0.01655,0.8016
264.0,0.1756,0.00825,0.0161,0.80005
265.0,0.17855,0.0075,0.0162,0.79775
266.0,0.18075,0.0082,0.01575,0.7953
267.0,0.1827,0.00775,0.01585,0.7937
268.0,0.1848,0.00815,0.0157,0.79135
269.0,0.18715,0.0077,0.0152,0.78995
270.0,0.1896,0.007,0.01615,0.78725
271.0,0.19145,0.00775,0.01555,0.78525
272.0,0.19415,0.00765,0.0158,0.7824
273.0,0.1963,0.00785,0.01595,0.7799
274.0,0.1988,0.00775,0.0157,0.77775
275.0,0.20065,0.00785,0.0158,0.7757
276.0,0.20255,0.0076,0.0162,0.77365
277.0,0.2035,0.00785,0.01625,0.7724
278.0,0.2054,0.00805,0.01565,0.7709
279.0,0.20625,0.0089,0.0155,0.76935
280.0,0.20725,0.00955,0.0151,0.7681
281.0,0.20905,0.0083,0.01605,0.7666
282.0,0.2107,0.00865,0.01605,0.7646
283.0,0.2114,0.00995,0.0159,0.76275
284.0,0.2122,0.0098,0.0162,0.7618
285.0,0.2139,0.0096,0.017,0.7595
286.0,0.2149,0.0095,0.0183,0.7573
287.0,0.21515,0.00945,0.0192,0.7562
288.0,0.21535,0.0112,0.0191,0.75435
289.0,0.2156,0.01095,0.019,0.75445
290.0,0.21655,0.0109,0.01935,0.7532
291.0,0.2169,0.01075,0.01985,0.7525
292.0,0.2177,0.0107,0.0211,0.7505
293.0,0.2175,0.01115,0.02135,0.75
294.0,0.21855,0.0108,0.02255,0.7481
295.0,0.2186,0.01195,0.0227,0.74675
296.0,0.2189,0.0124,0.0231,0.7456
297.0,0.219,0.0127,0.0232,0.7451
298.0,0.21895,0.0128,0.0234,0.74485
299.0,0.21945,0.0125,0.0243,0.74375
300.0,0.2179,0.01335,0.02475,0.744
301.0,0.21835,0.0139,0.0247,0.74305
302.0,0.2184,0.01405,0.0249,0.74265
303.0,0.2183,0.01465,0.0251,0.74195
304.0,0.2182,0.01475,0.02555,0.7415
305.0,0.21885,0.0142,0.0256,0.74135
306.0,0.21975,0.01405,0.02645,0.73975
307.0,0.2191,0.0149,0.02705,0.73895
308.0,0.2175,0.0154,0.0275,0.7396
309.0,0.2171,0.0158,0.02805,0.73905
310.0,0.2182,0.01585,0.02845,0.7375
311.0,0.21815,0.01535,0.03025,0.73625
312.0,0.21675,0.0164,0.03,0.73685
313.0,0.2151,0.0171,0.0308,0.737
314.0,0.21465,0.0166,0.03195,0.7368
315.0,0.2148,0.01585,0.0331,0.73625
316.0,0.2137,0.0164,0.0328,0.7371
317.0,0.2133,0.01525,0.03435,0.7371
318.0,0.2112,0.01675,0.0339,0.73815
319.0,0.21055,0.01675,0.0342,0.7385
320.0,0.20975,0.0165,0.0342,0.73955
321.0,0.21,0.01685,0.03385,0.7393
322.0,0.20895,0.01725,0.0335,0.7403
323.0,0.2083,0.018,0.03335,0.74035
324.0,0.2052,0.01915,0.03415,0.7415
325.0,0.2043,0.0189,0.03505,0.74175
326.0,0.20365,0.01855,0.03535,0.74245
327.0,0.20205,0.019,0.0361,0.74285
328.0,0.2017,0.0191,0.0358,0.7434
329.0,0.1997,0.0197,0.0363,0.7443
330.0,0.198,0.02005,0.03595,0.746
331.0,0.1964,0.01965,0.03695,0.747
332.0,0.1939,0.02095,0.038,0.74715
333.0,0.1945,0.02065,0.038,0.74685
334.0,0.19265,0.02115,0.039,0.7472
335.0,0.19045,0.02095,0.04025,0.74835
336.0,0.1887,0.02105,0.04095,0.7493
337.0,0.18555,0.02315,0.0406,0.7507
338.0,0.18485,0.02235,0.04055,0.75225
339.0,0.1838,0.02125,0.0407,0.75425
340.0,0.1827,0.0219,0.0411,0.7543
341.0,0.18255,0.021,0.0416,0.75485
342.0,0.18035,0.0218,0.0418,0.75605
343.0,0.17975,0.0218,0.0422,0.75625
344.0,0.1786,0.0215,0.04295,0.75695
345.0,0.1763,0.0213,0.04225,0.76015
346.0,0.1744,0.0211,0.0431,0.7614
347.0,0.1743,0.02035,0.04405,0.7613
348.0,0.17305,0.02105,0.043,0.7629
349.0,0.17265,0.0196,0.04455,0.7632
350.0,0.172,0.0196,0.0435,0.7649
351.0,0.1722,0.0195,0.0429,0.7654
352.0,0.1702,0.01925,0.04285,0.7677
353.0,0.169,0.0185,0.04375,0.76875
354.0,0.16695,0.01905,0.0432,0.7708
355.0,0.16625,0.019,0.0423,0.77245
356.0,0.1654,0.01995,0.04145,0.7732
357.0,0.1659,0.01795,0.042,0.77415
358.0,0.16465,0.0195,0.0408,0.77505
359.0,0.1642,0.01915,0.0412,0.77545
360.0,0.1648,0.0183,0.0415,0.7754
361.0,0.1652,0.01795,0.0407,0.77615
362.0,0.16445,0.01805,0.0407,0.7768
363.0,0.16475,0.01835,0.03905,0.77785
364.0,0.1643,0.0178,0.03975,0.77815
365.0,0.1656,0.01735,0.0405,0.77655
366.0,0.16495,0.01735,0.04,0.7777
367.0,0.1649,0.01785,0.03925,0.778
368.0,0.16425,0.0183,0.03895,0.7785
369.0,0.164,0.01875,0.03835,0.7789
370.0,0.165,0.0182,0.03735,0.77945
371.0,0.1656,0.0184,0.03615,0.77985
372.0,0.16625,0.0172,0.0371,0.77945
373.0,0.16585,0.0171,0.03625,0.7808
374.0,0.1664,0.01635,0.03595,0.7813
375.0,0.16475,0.0176,0.0354,0.78225
376.0,0.16625,0.01655,0.0359,0.7813
377.0,0.16585,0.01745,0.03475,0.78195
378.0,0.1664,0.0172,0.03485,0.78155
379.0,0.1666,0.0174,0.03485,0.78115
380.0,0.16785,0.01575,0.03595,0.78045
381.0,0.1688,0.0145,0.03605,0.78065
382.0,0.1694,0.0151,0.0352,0.7803
383.0,0.16925,0.01535,0.035,0.7804
384.0,0.17085,0.01565,0.03395,0.77955
385.0,0.17205,0.01565,0.0338,0.7785
386.0,0.1735,0.01525,0.0333,0.77795
387.0,0.1746,0.0158,0.0328,0.7768
388.0,0.1735,0.0163,0.0324,0.7778
389.0,0.17435,0.0161,0.0325,0.77705
390.0,0.17495,0.0159,0.0329,0.77625
391.0,0.17545,0.01585,0.03275,0.77595
392.0,0.17625,0.01585,0.03205,0.77585
393.0,0.17815,0.01575,0.03185,0.77425
394.0,0.1788,0.01515,0.0326,0.77345
395.0,0.17955,0.0143,0.0321,0.77405
396.0,0.17985,0.01565,0.03195,0.77255
397.0,0.17995,0.01555,0.0323,0.7722
398.0,0.1803,0.0158,0.03215,0.77175
399.0,0.18175,0.0147,0.0318,0.77175
400.0,0.18145,0.016,0.03195,0.7706
401.0,0.1819,0.0159,0.03135,0.77085
402.0,0.1828,0.01635,0.0313,0.76955
403.0,0.1829,0.01555,0.03135,0.7702
404.0,0.18335,0.0149,0.0327,0.76905
405.0,0.1837,0.0153,0.0323,0.7687
406.0,0.18375,0.0159,0.03285,0.7675
407.0,0.184,0.0153,0.03315,0.76755
408.0,0.1844,0.01475,0.03245,0.7684
409.0,0.1857,0.01475,0.03215,0.7674
410.0,0.18585,0.0158,0.03105,0.7673
411.0,0.1863,0.01605,0.0312,0.76645
412.0,0.1869,0.01665,0.0312,0.76525
413.0,0.18705,0.0167,0.0311,0.76515
414.0,0.18865,0.0159,0.0313,0.76415
415.0,0.1888,0.01655,0.03095,0.7637
416.0,0.1901,0.01615,0.03095,0.7628
417.0,0.1906,0.01535,0.03135,0.7627
