time,propSusceptible,propExposed,propInfected,propRecovered
0.0,0.9,0.0,0.1,0.0
1.0,0.84415,0.05585,0.065,0.035
2.0,0.7985,0.0858,0.07315,0.04255
3.0,0.75025,0.1102,0.087,0.05255
4.0,0.69765,0.1303,0.10735,0.0647
5.0,0.6381,0.1535,0.12835,0.08005
6.0,0.56855,0.17835,0.1566,0.0965
7.0,0.4986,0.19825,0.18655,0.1166
8.0,0.42705,0.2149,0.21535,0.1427
9.0,0.3551,0.2249,0.24795,0.17205
10.0,0.28515,0.2298,0.2803,0.20475
11.0,0.22505,0.2243,0.3104,0.24025
12.0,0.17575,0.2116,0.33005,0.2826
13.0,0.1342,0.19185,0.34855,0.3254
14.0,0.1042,0.16815,0.35895,0.3687
15.0,0.0795,0.14575,0.35895,0.4158
16.0,0.0622,0.12505,0.352,0.46075
17.0,0.0484,0.10475,0.3404,0.50645
18.0,0.03945,0.0862,0.32475,0.5496
19.0,0.0322,0.07065,0.3043,0.59285
20.0,0.02765,0.05575,0.2839,0.6327
21.0,0.02395,0.0457,0.2631,0.66725
22.0,0.02215,0.03705,0.24045,0.70035
23.0,0.0213,0.0313,0.21745,0.72995
24.0,0.0204,0.0265,0.19585,0.75725
25.0,0.02,0.0209,0.17895,0.78015
26.0,0.01995,0.0164,0.16075,0.8029
27.0,0.0205,0.0134,0.1462,0.8199
28.0,0.02135,0.01135,0.1302,0.8371
29.0,0.02255,0.0104,0.11515,0.8519
30.0,0.0239,0.0102,0.10295,0.86295
31.0,0.02555,0.0086,0.09265,0.8732
32.0,0.02715,0.0077,0.08345,0.8817
33.0,0.0294,0.0063,0.0748,0.8895
34.0,0.0318,0.0057,0.06495,0.89755
35.0,0.0333,0.0055,0.0567,0.9045
36.0,0.0359,0.00515,0.04905,0.9099
37.0,0.038,0.005,0.0444,0.9126
38.0,0.04,0.00455,0.03985,0.9156
39.0,0.04265,0.0043,0.0357,0.91735
40.0,0.04445,0.0043,0.03245,0.9188
41.0,0.04635,0.0042,0.029,0.92045
42.0,0.04865,0.0037,0.0259,0.92175
43.0,0.0506,0.00385,0.0234,0.92215
44.0,0.05195,0.003,0.02155,0.9235
45.0,0.05395,0.0029,0.02,0.92315
46.0,0.0562,0.0029,0.01815,0.92275
47.0,0.0584,0.00275,0.01635,0.9225
48.0,0.0608,0.0029,0.0143,0.922
49.0,0.0637,0.0026,0.013,0.9207
50.0,0.06635,0.00255,0.0113,0.9198
51.0,0.0692,0.00235,0.0104,0.91805
52.0,0.07165,0.0021,0.00945,0.9168
53.0,0.0743,0.00215,0.00795,0.9156
54.0,0.07725,0.00195,0.0072,0.9136
55.0,0.0799,0.0022,0.00645,0.91145
56.0,0.082,0.0018,0.0066,0.9096
57.0,0.0846,0.00145,0.0063,0.90765
58.0,0.0878,0.00145,0.0063,0.90445
59.0,0.0897,0.0018,0.00585,0.90265
60.0,0.0928,0.00145,0.00535,0.9004
